words,sentiment_coff
spread,-1.3356185358693313
joy,-1.1983498386134954
encount,-2.2588163847639273
make,-0.8818948795130268
best,-0.9355858254657218
day,-0.8825301018651792
bring,1.0139001358959445
intent,1.9953689820367135
mei,-3.709504206431806
watch,0.9260543883839952
littl,1.0467804799185818
crawl,-2.604866619622607
wanna,-1.0756952134072932
let,-0.8994979391196815
know,-0.9574048401002508
amaz,-0.9628795293786313
pleas_take,-1.356264829847553
care,-0.9449410284777057
drink,-1.583308335215693
water,1.5003747363873563
take_break,1.756616306993269
someth,-1.017606951425674
everi,1.0612116675218684
children,1.1816774109186334
programm,1.8293435365555508
bbc,2.4808113480424425
encourag,3.70159221592013
home,0.9992417241503757
creat,1.2929362229455064
cook,2.0339850522986223
stuff,-1.0302199290582077
they,0.9229672792502633
award,2.4945892706210295
tri_find,-2.829199212954913
logo,3.269128525201281
real,-1.0484210715865883
bitch,-1.3102563102640108
situat,-1.3901805996333967
their,1.3319087438869597
store,1.7714667675411213
rule,1.3435066652998604
mask,1.8794863998316051
whatev,-1.1409258440820371
reason,-1.085738094152954
fit,-1.1706487952507456
mark,-1.5928150405849162
someon,-0.9577017547278995
sunris,-2.592616135393648
fuck,-0.9734882198057545
good,-0.9025706787529856
appl,-1.865414024858678
bop,-2.6889604906608495
need,0.9293121360859958
pick,1.2465036447285451
hobbi,2.536015564546795
thi,-0.9003957602220262
useless,-1.363112957594731
ever_seen,-2.0358296936015883
whi,0.9854011973613083
even,0.893796286255918
base,1.2797408957440557
anyth,-0.962223865286735
never,-0.9581902097771109
fuckin,-1.9441691845908908
happen,-0.9421894563421601
enemi,1.4733344007860762
cartoon,2.763855903831356
call,-0.9812716069541864
avoid,1.4501178680595492
nasti,-2.7239747715255462
racist,1.1611477022924483
nobodi,-1.289048111678891
clearli,2.025409420988857
knowledg,1.8796311097979757
immigr,1.633876617066979
system,1.4511456558717968
last_2,2.0362385551015665
decad,2.434767770794371
least,1.310409667879846
send_love,-1.0243287793412643
well_soon,-2.3009568821366155
show,0.9371577935053805
lack,1.7748366279239791
abil,1.404450071994926
toler,-2.340458446783336
accept,1.193233969907451
differ,1.0121459081038062
human,-1.06481794411242
loss,-1.2142571249072205
major,1.3760551985738743
just,-0.9762155114505712
the,0.9593983693476242
biggest,-1.7391980301151293
loser,2.307956036305226
fall,-1.151119222134301
find,-0.966249549956108
play,0.9423386904958115
sick,-1.503540037590102
mother,-1.5161880155175491
job,1.0571285578707936
fifti,-1.8943769648644355
shade,-2.194207969427686
actor,1.8025176599719173
bad_boy,2.37957891126637
pay,1.1787354963981664
employe,2.682790307647661
busi,1.183282180150333
pound,-1.91804938360568
echo,-2.918401357945772
came,1.546396968286047
wake,-1.2811271780906563
your,-0.9908907806925236
shadow,2.70182715039835
surround,-1.9299543071094973
swallow,-2.243534379233243
colour,-1.5261059569701838
dream,-1.1587855678350099
space,-1.3066902407885324
bed,-1.2617618870894718
remind,-1.535441509333135
gone,-1.278034968053202
your_voic,-3.3708476736204434
head,-1.1798592286833505
replay,-2.7301189441384124
song,-1.0486671267093313
night,-1.045486931814942
feel_like,-0.8864917027086804
forev,-1.3020262845144535
it_easi,-2.0804993750130163
grief,2.2681446556937916
poorli,2.956732458963583
16,2.140189686556096
paw,-3.1489209128433506
finger_cross,2.7259920991012283
saw,-1.0595216380609909
heard,-1.537967361353053
trump,0.97467594829525
never_stop,-2.445994150338989
lie,1.0441278798648876
absolut,-1.2400560708225097
abus,-1.1273343485667513
mean,-0.9183449203561731
nurs,-2.8249631264688992
hi,-1.0107984029807755
patient,2.1492529696817875
alreadi,-1.2157970312131934
answer,-1.1530169721274521
u,-0.9227444731034585
brought,-1.9513784087251282
lunch,-2.4211804124511676
sir,-1.1054418189438302
chanyeol,-1.6674214034682588
delight,1.7570984868442616
inform,1.5200426346179332
yeah,-1.0783074891659468
yesterday,-1.1375101237283578
drown,3.444396889363697
sad,-1.0826960586254288
6,1.1183228007873176
first,1.0046440278969127
year,0.9797032841494993
cours,1.5946224879864854
today,-0.9287972891665707
twitter,-1.1291560849674545
lt_3,-1.188581790591177
miss_much,-1.862891750766185
gt,-1.1741854911192675
born,-1.3938020882639317
admir,-1.9388840386733204
two,1.1053273930139513
met,-1.4133580031523512
ur,-0.969883641690614
bb,-1.6802858372468847
love_uuu,-1.7653416187421536
great_articl,2.4595358901684223
three,1.6578863018264718
inspir,-1.3290569052117032
overcom,2.2409282351315882
covid,1.4256263490095211
challeng,1.418734832311416
gt_gt,1.1540634627407993
news,1.2484957949279711
coronaviru,2.4441843005937653
how,1.0385621205730742
surviv,-1.8947257680139942
pandem,-1.6292626888181685
brand,1.856110069054262
sure,-0.9973964270570371
start,0.936377779587842
as,1.2537902800231415
uk,1.2546148599260518
agenc,2.28736137268199
access,1.8514082423609268
ad,1.4955226607728114
platform,1.9499535997310888
put_togeth,3.2864885399619435
guid,1.9442850015912332
download,2.224527356850575
copi,2.1871085798120298
no_one,-1.5466104689481466
valu,1.4448407859738455
paki,2.2540087898523278
world,0.9431931837006301
seen,1.1832831321478323
pathet,1.827887678106243
condit,1.7846771570210918
mani,1.097312726545754
countri,0.980877044331529
tri,-0.8947294085522051
footag,2.6958145864030776
or_mayb,2.4077728861851413
indian,1.530718688482497
insid,-1.44880959393948
let_us,-1.602136236064028
enter,2.0184101919480986
survey,2.4072313196571287
code,1.963441379038264
feedback,-1.8223968276051798
highli,2.6288316774594382
appreci,-1.278930215075303
to,-0.9788418945520693
click_link,-2.307659867245156
babi,-1.1349141573922201
logic,-1.6202874147758575
suck,-1.3474692501331578
lmfao,-2.016012804478107
said,-0.9779815981787114
white,1.1205478833081688
instead,1.2435676902472532
bet,-1.6592624105799527
piss,-1.3333479118164127
yell,-1.5743184460446167
give,-0.9278659910249789
break,1.3436745104722045
you_obvious,2.549730635697718
black_peopl,-1.6327789006386244
help,0.9234661442115129
rememb,-1.0971602151724593
star,-1.4526225137912656
tv,1.5227630065518425
seri,1.260962658032806
next,1.2170850346416875
gener,1.2692693191597335
geniu,2.615988641992183
alien,1.8402828133254856
q,-2.7508004015796805
bhai,-2.3906386593106688
coin,-3.3498248916929065
holi,-2.241363885657222
crap,-1.7002405904298488
last,1.0133333079466254
time,0.871618140193814
fill,-1.5106078496264086
summer,-1.9533643174802027
readi,-1.1980434693874473
cold,-1.7228760846968456
still,0.8996324454571512
lot,-0.9547002176624456
effect,1.5445072854293342
im,-1.0037520163677596
ye,-1.0605230738430809
wont,-1.7312981730470904
fr,-1.1868148632512194
gut,-1.6976820484590103
hell,-1.3092552007836586
yay,-1.874110395152101
pl,-1.2395377247382309
sunshin,-1.9727552876662604
sana,-2.3874009305650374
okay,-1.106413900737292
ng,-1.669032882817811
behav,-1.872598307941684
though,-1.0095531457861033
wala,-2.6142919118003554
kasi,2.7010812426324806
di,-1.6853871934162323
naman,2.278487063976466
pero,-2.370986135206107
goodby,-3.0965789796641245
long,1.0967687021033137
stori,-0.9692497799564181
short,1.5041899287253002
sex,-1.5729163906319494
cheat,-1.9318269741455396
worst_thing,-2.5727939994852376
ever,-0.9781801574688606
done,1.0050387573124917
then,-1.2267662833538284
camera,1.5780860805771104
on,1.336854953947228
post,-1.0838181532481055
need_hear,-2.273292327721309
contempl,-2.1373783489418408
gotta,-1.5934607958772369
agre,-1.1010350834128522
could,-0.9891960254633528
end,-0.9673066074648305
necess,2.385169522918266
alycia,-2.4316292184196158
chose,-1.9801069060521252
grate,-1.1987175948968756
f,-2.360805841993522
china,-1.5145577978379994
mental_health,-1.9755272338532135
product,1.3148106432106514
month,0.9678921762479347
either_way,2.7075683511264774
war,1.4836350416846058
convert,2.7482639094702184
establish,2.1974436258947265
religion,1.482453321651299
all,-0.9994182646606068
exclus,-2.6774353723555855
mami,-2.29348609815935
strong,-1.216354722594333
child,-1.258669187388799
husband,1.4123341294602765
beauti,-1.0348678764020103
daughter,1.757526582844598
power,1.1373793841359294
coupl,-1.3228311805375639
misunderstand,-2.462905233848457
allow,1.371923873502181
transfer,2.6632626207587844
happi_independ,-0.9934087335870052
naija,-1.4585748977906727
shall,1.6295997262178517
co,-1.142421635920223
respons,1.4138883850856716
u_deserv,-1.342573391484813
govern,1.142404164586481
student,1.2358697706910253
anoth,1.0359279476560395
onlin_class,-2.950294190577412
onlin,1.2879120300920406
exam,1.5754224053015564
age,1.3996787393173995
fine,-1.1208891908210779
wine,-2.0421538028281363
17,-1.4201472904352472
gif,-2.0561058089066964
are,-1.1900162319620196
soul,-1.4048407971157537
meet,-1.0944651964995493
babe,-1.2863868072685312
jim,-2.9132727418272664
learn,1.0559963019924206
expos,-2.1253901258179653
audienc,2.2435238641210713
recommend,-1.656953732365603
track,1.535164727603301
trust,-1.1175104480704556
scientist,2.253533584074451
nerd,-2.665081424183225
speak,-1.1264977929734366
authent,-2.4883939394919126
present,1.657556428080246
sophist,4.0656924024702175
fact,1.017511323396446
select,2.695147755723842
demonstr,-2.835477063796693
protect,1.2059986748853706
leader,1.1193591633086672
list,1.3523516126538608
accomplish,-1.6593601609934328
biden,0.9914070261692545
consid,-1.0750786343990342
angri,-0.9773048750246653
port,2.003911254648058
paper,2.100404164574761
peopl,-0.9034670132470445
rich,2.128688015135301
isnt,1.6248184820522313
pleas,-0.9538781141147779
keep,-0.9450058859988163
mute,-2.7661916342545405
ignor,1.1347246916166547
lmao,-1.17750715464519
wait,-1.0787234446363403
amazon,-1.5915607402433418
festiv,2.0831772998849387
now,-1.0586199420593092
price,1.554245318464357
laptop,1.6296147010194186
high,1.4402670057880653
daili,2.298162910858887
normal,1.2350480944080353
lower,1.870257512779709
set,1.3444499833062042
avail,1.2217980602364307
market,1.630632104653046
30k,3.147517365533586
jon,-3.394193835243596
except,-1.3740643725608306
gorilla,3.260145933724879
within,1.5998084510531045
social,1.5791135753931906
group,1.3068651458060123
as_long,2.711784236083328
pen,2.4996561118525378
ai,2.0801771781074296
follow,-1.0056683022665445
nice,-1.1040182507442975
crypto,2.8556045096465605
sea,-1.7378230886615362
help_build,-2.939713043919186
nooo,-3.0526139648934407
sue,-2.4526037751439254
her,-1.1538634559358516
atm,-2.4163695958920317
realli_enjoy,1.2765910575179211
screen,2.1998598747723044
music,-1.140486696930986
is,-0.9578615414756834
administr,2.4366752193281624
remot,1.8075928445340075
decent,1.6571490099281365
motherfuck,-2.672866781088626
ap,2.570714062517551
describ,-1.9080644505536422
band,2.0555587707222025
pop,2.391443080102173
you_babe,-2.504517841144701
monday,-1.6313342788217273
concept,-1.5764597724827871
photo,1.3985105899860024
anon,-2.0167144422036416
cc,-3.064157655925785
bob,-2.61674586392961
rude,-1.7493861449269128
j,-2.2131203262512273
son,-1.5302167925596155
beach,2.1605608530832248
endgam,-2.7992953634698994
read,0.9788556794543163
room,-1.3932812872493754
never_gonna,-2.278624389161399
bellami,-3.647277334353914
scene,-1.8324072045048616
bc,-1.0048486847666576
didnt,-1.5142048106634483
person,-0.9840394471047638
respect,1.117261924507444
stay,-1.0837829954577867
healthi,1.5966980191711584
believ,0.9400632396644902
fantasi,-2.0133110403516286
3_year,-2.002486052432308
found,-1.2018208196583493
thought,-1.0143322649537971
cute,-1.2585704210391926
princ,-1.9036006234023672
5,1.1097417832003607
sub,2.2641983131347474
favour,2.1633523419106693
team,1.0087505581057554
stack,3.055442295168871
squad,-1.893790499631746
struggl,1.203344357795951
with,-1.0357999597055356
thoma,2.9137076000238724
been,-2.1566682653622533
do,-0.9795333980176821
glow,-2.820637065178558
up,1.638607818347612
quot,1.6019577864524186
pictur,-1.2746454437718138
2017,2.5497989699474997
guess,-1.1091633803022072
hair,-1.3560627159304142
chang,1.0355028632752634
bare,2.0807206939916854
appar,-2.150826463778286
confid,-1.4915573930727015
labour,2.167261254961507
reform,2.5543116458208486
increas,1.5223314821450717
eas,3.7237884266485515
india,1.2399484834288637
worker,2.576352901852093
via,1.126634990069505
app,1.7244672748020897
sore,-2.4317315923621843
free,1.2133458003870055
fight,1.2387000164673168
twice,-2.0647991881135805
hard,-1.085144354866877
may,0.9937733091636478
don,-1.0487714718312788
young,1.2983071170589833
option,1.4049014579328725
mail_ballot,3.5314869906583204
afraid,1.7915132932230478
spoken,3.437055706723768
local,1.3962496746433743
there,1.0918301695368227
bigger,1.727230027248471
threat,1.6083638472407824
who,1.233312978501555
vote,0.990265433123858
ballot,1.8209253024731757
an,1.5700079827188356
edit,-1.4822895858226266
movi,1.1516970654620295
can_t,-1.4721882446226016
but,-0.9040823044862226
soft,-1.5939348784762284
progress,1.564064590929851
messag,-1.3951640810767614
tank,3.9861311753898225
we_need,1.336487321137042
incred,-1.2842473629786813
distract,3.6319992598898247
possibl,1.4487207039937966
hand,1.3551203696464245
properli,2.003276021536034
moment,-1.04214316212053
stupid,-1.1570425252552454
suspect,-1.9056249460796617
stress,1.3990389556407277
level,1.2837426224347144
banger,-2.5271282115536104
slowli,-1.625464973386424
direct,1.6789579585515932
tabl,-2.308134888463209
video,1.022157211060939
serious,-1.1245343090525945
my,-0.9714424862537108
super,-1.2469354612431522
schedul,2.1525535144669408
money,0.9549708886317269
lock,1.7415322971028746
away,-1.1570366505856151
my_heart,-1.6238864965851965
word,-1.0544183347783196
cant,-1.1561518496107426
must,1.1607192868090699
feel_pain,-1.4538438469274204
even_imagin,-2.411339026912764
better_soon,-1.1773797649571347
of_cours,1.9275047933357692
tea,-1.6252711771042487
second,1.5275829596024864
version,1.450551936935366
love_youuu,-1.3215274650435866
detail,2.0489471911878168
color,-1.701318664911081
scotland,1.884904535115728
rip,-2.0786878255998875
nation,1.2018914065768358
decid,1.4003949780811134
brush,3.162176099743897
make_account,-2.3814447353393047
woman,-1.233171942867825
exposur,-2.343962359789716
plenti,1.7419786583137151
manag,1.1653193923237568
put,1.0375150937732582
sister,-1.4796546120981957
shoe,2.507390004267113
mouth,-1.6756285735474565
long_term,-2.235308773961532
consequ,-2.376897759516156
advis,2.540313465494306
anyon,-0.9835839611610284
bit,-1.0586299271613056
buy,1.0953839977971036
bag,1.639877547216501
snack,2.3217354292801526
item,3.0213251410893784
nut,2.133769026040029
prefer,1.4395121069408703
goe,-1.1766973300182324
nearli,-1.5321794972815934
mine,-1.4743707404242
wrong,-1.0136770132354096
matter,-1.014055272136163
germani,2.8195147348598235
pelosi,3.035323906712684
god,-0.9912003542111748
deal,1.290346393865195
draft,2.066975870416393
new,0.9812660690241081
offic,1.3192416223105345
could_happen,-2.4272356912849298
spoiler,-2.705440156603083
psycho,-2.853374567800369
v,-2.049464803738541
true,-1.0819990009780935
glad,-1.3429450049981784
period,-1.4377815492530848
aw,-1.3888534947358167
too,-1.4750147819576183
mar,-3.298802734309683
request_sb19,-1.410581561141081
rtday,-1.488951537308509
in,0.9781432784287755
dark,1.8504368883341322
men,-1.151847408639122
ghost,-1.9427955023807668
women,1.0489176470756238
mwah,-1.9715329513956503
ya,-1.2681418986984618
hater,-1.573536357537842
lover,-2.405902350290455
confus,-1.661764143673683
wrote,-1.4905967751955391
bia,1.8829063403348953
bird,-1.9420546893779354
everytim,-1.9091890321182137
cancel,-1.7120633575290558
aint,-1.9139276036006767
morn,-1.0231707870600655
abl,1.0434655528411256
spend_much,-2.1835770489506157
ppl,-1.024232278889284
brain,-1.2098303563090314
stronger,-1.875864053943635
da,-1.5023325667641887
miss,-1.0151460798476468
na,-1.0599243810178023
arc,1.8878591511386074
fun_fact,2.7406016610432222
did,-1.104139826074829
4_year,1.8561585753299203
ago,1.1744960835323672
armi,-1.1127769977332422
fun,-1.0719325095028995
along,-1.6571508912262356
support,0.968889301481563
x,-1.3147484983639468
season,1.0610324029636848
too_bad,2.03211978246272
wrap,2.440730317929406
discuss,1.5768743819595339
london,2.7937724280488783
public,1.35388509570739
repres,2.083136606834217
citi,1.6143878891644248
black_histori,1.990345386467542
exactli,-1.1538437558047303
steal,-1.9636850670226111
told,-1.1583188458408094
mom,-1.3119307166382652
1,1.0733582779250974
necessari,1.9099069886895135
announc,1.5500262157053502
satisfi,-1.8675197262811278
sign,1.37736485208847
piec,1.2052312366449882
especi,1.2033407030001324
close,1.2992182478332426
page,-1.739030456738139
sport,1.886003633860306
check,1.2289632083842619
dog,-1.2447866161098606
fool,-1.4610221910421843
mam,-3.7587647285058785
actual,0.9608097952372415
two_month,2.3806898827611525
rt,-2.013772173019176
poor,1.5686006706982376
knee,-2.271280025626521
can,-1.0713581147212974
without_delay,1.3375017378342309
rescu,2.269635523521335
sweet,-1.273419904218469
cat,-1.4790706008484928
pledg,2.427772149126403
veri,-1.7550114075456689
urgent,2.8451603718733556
ha_ha,-3.130034031450712
she,-1.0137431847179
hate_group,1.9378946264077286
worst,-1.2188622671956473
educ,1.3503257271688276
bastard,-2.234634834134809
common_peopl,-2.2221063105039236
not,1.0480710085959624
natur,1.245924071058244
enjoy,-0.9886543905759563
pretti,-1.2540873468246452
channel,2.0373543839925947
critic,1.5547440830163677
s,-1.2638144122106192
a_great,1.1786201221087351
session,1.2254631864985965
outstand,2.513556438165655
brilliant,-1.5212152266277859
school,1.0689607430870454
gaze,-2.896530442696034
vast,3.3834574378027473
format,3.1800418573056985
magic,2.0169723506061783
swim,2.3249346338003134
pool,2.2278292656729737
spend,1.133666360259158
hour,1.1207937891517605
sometim,-1.0553895990681739
gandhi,-1.976574363655501
middl,-2.1105677444269735
role,1.5687033835859354
forgotten,-2.347681482808027
art,-1.2843904423919725
despit,-1.6826093552279664
creator,2.772053720993421
horribl,-1.4923876854183276
when,-1.0931145732899346
ex,-2.248080638766291
pre,2.6137199487980447
b,1.3825313933057268
o,-2.1809974603370486
cop,1.5530595713541417
mighti,2.424760507559537
album,-1.365412401518876
tho,-1.0966259108185605
instagram,3.15530716053895
a,0.9383627340934291
have,-1.1344868229328824
tool,1.527538600589661
insta,-2.591072210347993
influenc,2.5997729355090407
social_media,1.603321717212248
filter,-2.6593636801078397
host,-2.261683959968197
uniqu,1.8725194593718004
featur,1.6424176277674174
complet,1.2896147706558958
interest,1.0933719694088377
take,0.9359679190091204
70,2.179416043612563
drain,-1.565427313940439
manga,-2.297265496368062
ssr,-1.7821631978443182
die,-1.156247326194427
hypocrit,2.2540926722320456
atleast,2.208139956183149
do_think,1.5050914218443645
listen,-1.0686425407269184
anymor,-1.145895517250426
9,1.3191286522218624
soni,3.0880890356692308
tf,-1.8344203597882716
land,1.588663582387269
posit,1.0741994141108369
sonic,2.376361691547345
style,-1.54630812310306
opinion,0.9595552078098586
paradis,-3.1745768766627163
these,-1.392076078979108
boy,-1.215293102465166
hide,-1.842123355016016
secret,-1.9400408882429019
nowaday,-3.029140806567813
huh,-1.6640404837529474
good_luck,-1.64494119504504
expect,-1.1584496407576355
load,-1.6433381200472374
restrict,2.0679294967922774
precaut,3.283490617460898
place,0.9955613699657915
go_back,1.1782727079263111
happi_birthday,-1.101487177081136
spoil,-2.0011008626812306
xx,-1.549290371656006
honest,-1.4449690890071072
ah,-1.1888007931253066
begin,-1.4252730359749954
haha,-1.572573593162588
usual,1.868163748038677
agreement,2.44355715401981
tend,1.8298662832191366
hammer,-3.4164262186404195
hahah,-3.176567141898588
kevin,-1.6663064054315218
lexa_realli,-3.5878666945621163
came_back,-2.925857172268562
last_night,-1.2082501704801942
perform,1.1416048429487236
awesom,-1.2546329088534276
kudo,-2.3024330560629154
truli,-1.2777499782406871
bless,-0.9897700735057267
nail,-2.276370141657961
becam,-2.0541026125549355
speed,2.1560611288211673
bump,-2.59282350915735
dear,-1.1708390738643022
ozo,-2.1336241749309015
kind,-1.1533577350048367
yet,-1.1434134101162807
leagu,2.0710978141581675
cell,-2.8596842763690153
would_interest,-2.269238420893017
dig,2.314700940834699
digit,2.0551367782097483
street,3.438168118032601
triffani_ligawan,1.3505004652028512
stage_troy,1.416258175735215
tiffani_love,1.411034152148664
sir_pleas,-2.191164713266515
help_sir,2.6210703493592042
father,-1.328500072450459
fee,2.6828021457942484
request,1.416882387044453
pleas_help,-1.9658250723087356
famili,-0.9625415432984423
92,2.514811586300124
examin,2.435237962707367
katsuki,2.361722678531876
cock,-1.7497279831960575
buri,3.444341528310397
cunt,-2.982577503864028
practic,1.4299831940172876
open,1.0848324450366789
offer,-1.6450963504349805
drool,-3.2514968052480273
tini,2.8717677354518356
assum,2.242297199760931
section,2.0442148414636194
30,1.4956596158378224
requir,2.081164333743401
current,1.416306589267721
debat,1.1049632640038007
get_stronger,-2.949210652960958
brexit,1.548304089155005
huge,1.5708766184196532
factor,2.0386190417311165
although,1.328198857659962
poll,1.3189906260895867
probabl,1.117308282487278
terrifi,2.339093013802959
resist,3.15307335291687
refus,1.8853095622316793
fell_love,-1.7456065163389631
be_happi,-2.591005139838292
omi,-2.483240601848855
give_best,-1.7727231433361044
awww,-1.962220792129075
enough,-1.0510610392311313
reject,2.130972563144889
forget,-1.268208353555604
volunt,3.119245924509595
shoulder,-2.38870406794696
si,-1.8414921950966805
sole,2.6174099369472623
portrait,2.248055607760508
feel_betray,-3.655056321112097
rlli,-2.1871518643063235
porn,-2.848811355651503
straight,1.4323610085793608
gay,-1.5828169706529025
destroy,1.573974886289176
conscienc,3.8525066967591015
badli,-2.006230416912497
behaviour,-1.8028004080044113
height,-2.4864687463644555
psycholog,2.601607161846246
luxuri,-2.890575533976527
delici,-1.9929574404194523
moral,2.150257271884087
treat,-1.2933933237989912
heart_warm,-2.7677378303040046
100,1.3383373879645808
murphi,-2.489920394305462
favorit,1.4401642652575313
toward,1.4920043868326252
lost,1.254757836267245
mimi,-2.1793937312887377
amd,-2.543106464165712
pure,-1.7371438816383242
constantli,-1.4779145560989413
whenev,-1.2942938759461406
bodi,-1.2166540945361881
final,-0.9889223244173896
caught,-1.9137799059524452
task,-2.1376700788947858
feel_exhaust,-2.1188645981287664
terribl,-1.4292575965004128
rn,-1.358452361572426
friend,-0.9685994472172372
taught,-1.5557179646322261
omg,-1.2082934757306552
piti,-2.641238385599025
small,1.417245444010307
among,1.8778740169620192
ka,-1.6153676229345
tweet,-1.0756556272277755
2_minut,-2.7285913747016752
boil,-2.127123140072102
solv,2.3113046764780623
puzzl,3.240963287827824
python,-3.2025962992480603
plot,-3.3806307874900456
hero,-1.583094901470942
figur,1.5248832744478564
ideolog,2.21965924764871
poison,-2.617472484091792
web,2.930263812845869
thread,1.564581577440481
shite,-3.253383785841922
left,1.1645983652724383
photo_shoot,3.2965602327814283
est,-3.0616493212930815
done_someth,-3.1835205964942426
hear,-1.1031601976101866
spring,2.5702574492844557
beg,-2.6740849259098924
scare,-1.2828787153450654
size,2.824642342383507
wonder,-1.0691902848013128
sorri,-1.053194318509502
info,-1.5484367118142135
